epoch,loss_train,res_train,kld_train,pred_train,loss_valid,res_valid,kld_valid,pred_valid
0,1183.7212247675782,3.8845331440734863,1.5036750382556916,1179.8291804882813,146.43036160791095,2.8345000137901617,0.40579160951867965,143.59383285945626
1,51.841987041381834,1.98940984173584,0.2843617694797516,49.85115535809326,7.474844153032412,1.622649655124297,0.2348094590093339,5.851020485503055
2,6.131342146514893,1.6044602581176757,0.39830713082885744,4.524890360839843,1.7485406188591464,1.5951858453066081,0.41397741990027187,0.15128489055213493
3,4.130299715606689,1.5763355050582886,0.44229802993392947,2.551752693435669,1.5972492923472095,1.5416888853698532,0.47550824744082976,0.05318287597249033
4,2.237334351875305,1.4920288510589599,0.4843445083656311,0.7428837871627808,1.4478125261210306,1.4172403009330663,0.4772558674240579,0.028185971942753036
5,1.6089925032424928,1.3495376511001587,0.592972148426056,0.25648999559020996,1.2687397617150287,1.2471281716485203,0.6358027719323437,0.018432570433952095
6,1.3938650725631714,1.2127005838165283,0.6792539282608032,0.17776822390383482,1.294308297552448,1.1535898627425873,0.6919829383993227,0.13725851661812813
7,1.2208580822296142,1.0597417231445312,0.7111044295043946,0.1575608446712494,0.9826929429265843,0.9006123273174292,0.8106654929920277,0.07802728679110137
8,0.9815757383880616,0.8727195670356751,0.8070110370407104,0.10482112198758126,1.0208870525811276,0.8991392443814052,0.798975631447834,0.11775293932653368
9,0.7844790427360535,0.7004164584770203,0.8712361288414001,0.07970640665531159,0.5845095033318922,0.549699894199558,0.9055551491826044,0.030281840544588996
10,0.6204359659252167,0.5380070531082153,1.0114497476730346,0.07737166540765762,0.6838013854929129,0.5080659181064339,0.9521064533961733,0.17097493042856407
11,0.510084899597168,0.4158121377468109,1.1359495410232543,0.08859301765537261,0.3209321380828372,0.2745478125361401,1.1937949689099683,0.04041534866147096
12,0.399669352022171,0.32018894510269164,1.214685765411377,0.07340697760546207,0.5499203068591643,0.4023651178587125,1.246435542052177,0.1413230134213729
13,0.3487868951072693,0.27245261898040773,1.300111164680481,0.06983371792840957,0.2256998011416362,0.1865074102174594,1.307856040506534,0.032653111235935964
14,0.29490018247509003,0.22571165401935578,1.2692656299209595,0.0628421982228756,0.3904901645350806,0.24051416195527958,1.3327443487686979,0.14331228439998472
15,0.2647625493812561,0.198848430478096,1.2733874320602416,0.05954718284893036,0.17695433855737402,0.15447797078098402,1.3006186472688959,0.015973273607101567
16,0.2212978436717987,0.16630205850601196,1.2144003562850951,0.048923781713962555,0.26125926972796826,0.2017047451341716,1.2752991183546978,0.05317803211668187
17,0.18882535950565338,0.13913265442085265,1.1763012066955567,0.04381119706320763,0.11344468403650147,0.09224290739167573,1.1797722827201955,0.015302915567772229
18,0.1513562018890381,0.10815518042707443,1.1483898700637818,0.03745907172632217,0.12868135257801847,0.09955740768261874,1.0631649556323326,0.023808121053201146
19,0.12565155843782425,0.0861827628107071,1.0653887210464477,0.034141852819621565,0.11505242325158921,0.08571589437579252,1.0967587416168139,0.02385273544449013
20,0.1055682743191719,0.06927024042892456,1.0661243742523194,0.030967412294864653,0.09553511699397256,0.05716121312504297,1.0395394191539695,0.03317620620192264
21,0.0883425799999237,0.055480686673045156,1.0378529229507447,0.027672627447366715,0.06219587946161749,0.03332107978120908,0.8828763269483557,0.02446041804335732
22,0.07663747533655167,0.04200573050582409,1.0156513616867064,0.02955348780477047,0.0833080380659119,0.04766627919153716,0.9949018585701362,0.030667249750327714
23,0.06602129202985764,0.03508914161324501,0.9672912681427002,0.026095694368720054,0.0470312651651524,0.030653597083532207,0.9013601302906117,0.011870867950237108
24,0.05678033411836624,0.02771030781507492,0.9181773237304688,0.024479139618515968,0.07909880790294287,0.05686203392085788,0.926102790649719,0.017606260640634797
25,0.054341414747715,0.01909978549849987,0.8863020509033203,0.030810118776082994,0.04996906812632453,0.033622981279869645,0.8592452287712844,0.012049860958295584
26,0.04451423580944538,0.016777516771495343,0.8424216785240173,0.023524611069947483,0.02800018146852879,0.007247313936294146,0.870473056407387,0.016400502232217867
27,0.04411240012168884,0.014263986243486404,0.7978330489349366,0.025859248641431333,0.024262087800058417,0.010473830637326053,0.7909849782013387,0.009833331831334368
28,0.0357277525138855,0.007671792581692338,0.7340492292137146,0.02438571375656128,0.03548800696337787,0.02018777054040214,0.7251731417307457,0.011674370718162757
29,0.03173398470544815,0.011720352659702301,0.687652443195343,0.01657537011373043,0.016562320072732586,0.004750215874477419,0.6510646528676517,0.00855678105243705
30,0.02731603466451168,0.0066355857475698,0.6479140297737122,0.017440878818154336,0.023014518007708994,0.0016666347660172919,0.6065799527144937,0.018314983614433258
31,0.02918464653468132,0.007769101857453584,0.6205867830429077,0.018312610621929168,0.021782040324238347,0.006296019551281925,0.5885930238034558,0.012543055802814626
32,0.02424287102472782,0.00571787028029561,0.5816479067382813,0.01561676127433777,0.026077317387521948,0.0016234286098861018,0.5292049270780791,0.02180786394919793
33,0.0241489354429245,0.006609172161340713,0.5521787458534241,0.014778869784176349,0.014115069583301443,0.0006490145289972667,0.5181874457346868,0.010875117813235493
34,0.02008838251566887,0.004563639694675803,0.49579481059265135,0.013045768920898438,0.025429854261252854,0.0027058777801820108,0.48147950851119947,0.020316579161518744
35,0.019606473133802413,0.0019715666893199086,0.4982906083507538,0.015143453515887261,0.0195290631594267,0.001505633727958818,0.5096226091252649,0.015475316423539918
36,0.01833146453666687,0.001736817742906511,0.49149387801170347,0.01413717740058899,0.02258907967835033,0.0016840226256985941,0.45585518796720087,0.018625781082990314
37,0.019225874451994897,0.004969430950671434,0.458818970993042,0.011962348972737789,0.025782689390913698,0.0017344536994725198,0.44205827846612666,0.02183794442521709
38,0.021067264782130717,0.008920890215098858,0.4397019571685791,0.009947865019530058,0.00836658143291028,0.0002502926516388034,0.41111719143721254,0.006060702823540029
39,0.016494017015099526,0.00444512064962089,0.41342952044486997,0.009981748841255904,0.010479041486066959,0.00029438159074163337,0.3978652876878057,0.008195333488552937
40,0.015520104380369186,0.004030635773252696,0.39663597545433044,0.009506288709044457,0.013393898619609303,0.0006340990748049823,0.38288790363083075,0.010845360118427828
41,0.015268361988306046,0.003970092891611159,0.3923700071296692,0.009336419260919094,0.021023134143132758,0.0011854980601040345,0.44423089775136787,0.01761648156028393
42,0.01733469862651825,0.006753825173854828,0.380659242099762,0.008677577374994755,0.01575488658205623,0.009090295384955543,0.3881490894165164,0.004723845839828593
43,0.013084839334964753,0.003665255201173946,0.36579671608543396,0.0075906005583405494,0.01517221909107528,0.0009376852825051553,0.358520143069023,0.012441933048223594
44,0.011975517111361026,0.00068152494193241,0.3624747080535889,0.009481618806660175,0.011375774538439212,0.0008093568916488774,0.3559318032914235,0.008786758661185062
45,0.01190183493000269,0.0006635482421275228,0.36856350049400327,0.009395469301640987,0.021273692272980295,0.0007495973029456498,0.3913494990758756,0.0185673476670539
46,0.014334947241485119,0.0047859563851282,0.3620840274372101,0.007738570849865675,0.01774056995041413,0.001113152981752478,0.36966622479199196,0.014779085787484152
47,0.013082066040098667,0.003717428137035109,0.3540552171993256,0.007594361690819264,0.01043789983196807,0.00045252734950749693,0.36719699782026144,0.008149387431718396
