epoch,loss_train,res_train,kld_train,pred_train,loss_valid,res_valid,kld_valid,pred_valid
0,1214.541868649414,3.8052498340759278,1.4950073528671264,1210.7291299746094,176.0929451434336,2.6944491868384706,0.39076838319881124,173.3965406468253
1,60.823107640625,1.924742109046936,0.29054052485275267,58.896913116394046,9.172598784479387,1.6171046827667883,0.2522445905733653,7.554232888369537
2,5.614221283340454,1.606007071548462,0.43549370235443113,4.006036712688446,14.818424534572085,1.5976018461317651,0.6106061103565658,13.217769519812132
3,4.104978771484375,1.5809114691238404,0.518207572265625,2.52147625112915,1.7264128063475717,1.542865806380454,0.4292166126280002,0.18140092878998978
4,2.214123746582031,1.5032063315429687,0.45849919261550903,0.7086248921203613,1.4385876878595274,1.4196611627124456,0.4580647431326146,0.016636178065911788
5,1.6045245662231444,1.3597144692382812,0.573598526851654,0.24194211118221284,1.2952434886338078,1.2625920328619429,0.6138321917442086,0.029582292778359734
6,1.385548761543274,1.2242109978866578,0.6663758378677368,0.15800587541186809,1.5565648924468198,1.1636463046579533,0.6256629960688642,0.3897902594091064
7,1.184658949508667,1.0662905137710572,0.7087236853256226,0.11482481081438065,0.9863390321249285,0.9328786916250505,0.8238780664814238,0.04934094757109054
8,0.9725011850891113,0.883746832244873,0.8038132775802612,0.08473528798782826,1.0222183951818147,0.9490973225542227,0.921814117342185,0.06851200508011496
9,0.810229896697998,0.7097996659317016,0.9325698937225342,0.09576738308143616,0.64667933968502,0.6054314291652225,1.047334040856478,0.03601124605750376
10,0.618551682352066,0.5437040363731385,1.0725634540634155,0.06948482955932617,0.6314366847344751,0.5385567771474455,1.1011852926531196,0.08737396956462455
11,0.5139607513656617,0.41677162129592893,1.1913647812423707,0.09123230399250984,0.3795182989899914,0.3205546320029223,1.357294402534771,0.052177194542878995
12,0.41033504802894594,0.324431022480011,1.3040556721954346,0.07938374469637871,0.4694550324944843,0.3951363820722403,1.3537737019104825,0.06754978365065807
13,0.35951787215042114,0.2739468863019943,1.362825844947815,0.07875685858726501,0.2592352065876685,0.2251178277122255,1.3363905937092144,0.027435420308426193
14,0.3101422896928787,0.2365813731994629,1.3526166288375854,0.06679783410263061,0.3854453457704765,0.2863360977717364,1.32226276050773,0.0924979293759651
15,0.2695275658569336,0.20052664151763916,1.3325775390548706,0.06233803725337982,0.1705357330016561,0.1439407110583724,1.3262556689170601,0.019963744762452353
16,0.2277037254629135,0.17288873057556153,1.2927584161758423,0.04835120318102837,0.2701267065387371,0.19354180061603254,1.2850748591788637,0.07015953229652143
17,0.19006354542064666,0.14275226116752623,1.2342251695098876,0.041140158581018445,0.1555012966738634,0.12023806701476578,1.2132414275009131,0.029197023704672326
18,0.1592258638086319,0.11472775278568267,1.1595655976715087,0.03870028205657005,0.15461216076941126,0.10542582724893657,1.045103813578993,0.043960816906142196
19,0.13132232688903808,0.088548603682518,1.1310366965942382,0.03711853976178169,0.09028678213888824,0.06730349621171858,1.097365322424187,0.0174964600713957
20,0.10654011911392212,0.06995898443436623,1.0589400717697144,0.03128643522047996,0.09982189030962317,0.045107386807924775,1.0417178113931156,0.049505915110155965
21,0.08839706643581391,0.05192554076695442,1.0318994179840089,0.03131202825856209,0.12715657333954317,0.03688320776523618,0.853160572417603,0.08600756292825422
22,0.07752804815292358,0.04267861054301262,0.9961980665740967,0.0298684475171566,0.0861816093563839,0.032450898995601725,0.8953813201179318,0.049253804226197774
23,0.06600739983415603,0.032876583339452745,0.9279551652183533,0.028491040715813636,0.04763528806398977,0.020853262675309257,0.9735168756863033,0.021914441148837085
24,0.05474543625831604,0.026647513196706774,0.8898728830757141,0.02364855898952484,0.04241998011462062,0.020257390911704563,0.8967958587573364,0.017678609900115754
25,0.04812633278167248,0.021001589582324027,0.8375436591644287,0.022937025128006935,0.057261887530129264,0.03449023335102526,0.8139775521409064,0.01870176764396528
26,0.04264451077115536,0.01991694828262925,0.7755898835678101,0.018849613280653953,0.05733501484790789,0.008970503644990396,0.7326772819063209,0.044701124326148194
27,0.039228149483680724,0.014591162722349166,0.7158098342819214,0.021057937566876413,0.03326764423685789,0.012227667787432865,0.7143592467743655,0.01746818085479114
28,0.03228606251478195,0.010016865160375834,0.6541318928031922,0.0189985380859375,0.046964365653268274,0.01992131570035054,0.6648241206716752,0.023718929038448397
29,0.028851545068740846,0.008992667819350958,0.6063257937316895,0.016827248440146447,0.03582794240355297,0.01462747574976811,0.5954497151118118,0.01822321835267213
30,0.027180024592757226,0.010986084212586284,0.5571717702407837,0.013408081698596478,0.026890843456419608,0.0024885137045989954,0.504591997260954,0.021879369590984472
31,0.023188843177318574,0.006513730818599462,0.49814738766670225,0.014184375655770302,0.016831484243249425,0.0026609807550074566,0.48484362673409415,0.01174628556242629
32,0.01876523024058342,0.006074802087858319,0.4674658675956726,0.010353098956584931,0.04832891982419456,0.0024179101210440013,0.5055676838079829,0.04338317166679641
33,0.018549362263321878,0.0025893011671677233,0.43416374204444885,0.013789242442309856,0.019154087060524627,0.0023638819653364613,0.3990586950650612,0.014794911646799202
34,0.018108381184220312,0.005994490381754935,0.38319578635978696,0.010197912098050118,0.01869719425553599,0.003883008869276739,0.3892550136467372,0.012867910298556818
35,0.014136000955879689,0.001821649722740054,0.35512267898750305,0.010538737935721874,0.02238311048578866,0.0024098735158202553,0.33625236798849617,0.018291975044163754
36,0.015488922362983227,0.005716466460268944,0.3211593762454987,0.00816665902748704,0.012314166007639436,0.00045661425439612015,0.3060424158604266,0.010327339758139353
37,0.013176143252015113,0.0038181962100714444,0.29834670505332944,0.007866213455915452,0.019818150429070286,0.009455976136770178,0.3067587302092821,0.008828380609548015
38,0.013998190902531148,0.006091336330104619,0.28025938594818117,0.006505557561665773,0.01522308395248739,0.0005698109307549712,0.24637838245507748,0.013421381111112445
39,0.011235086707234382,0.0034217787066549064,0.2617321978712082,0.006504646909177303,0.01834645740882316,0.0007784811280505218,0.24505843040313066,0.016342684259033513
40,0.0093065734436512,0.0009732153538875282,0.2484328872861862,0.007091193690478802,0.013785015559629165,0.001221609271486969,0.2556876340367471,0.011284968227597765
41,0.01190390253019333,0.005195795804023743,0.22715953139305115,0.005572309107631445,0.020595336888732958,0.011933725586078976,0.23417087671029432,0.007490756806794427
42,0.007891858940839767,0.0010924814975038172,0.2175416523294449,0.005711669165432453,0.011874342126252211,0.0016309689782745224,0.23644242818359448,0.009061160866310897
43,0.007217327287852764,0.0006330988323912024,0.20656685355281829,0.005551394206106662,0.010318424277384363,0.00045609026781524885,0.2044985990189806,0.008839840947682278
